QualifiedName,ModifiedName,CBO,DIT,WMC,LCOM,LOC
org.apache.pdfbox.pdmodel.fdf.FDFNamedPageReference,org/apache/pdfbox/pdmodel/fdf/FDFNamedPageReference.java-2.0.31,3,0,5,0,257
org.apache.pdfbox.pdmodel.fdf.FDFOptionElement,org/apache/pdfbox/pdmodel/fdf/FDFOptionElement.java-2.0.31,3,0,4,0,1174
org.apache.pdfbox.pdmodel.fdf.FDFPage,org/apache/pdfbox/pdmodel/fdf/FDFPage.java-2.0.31,3,0,6,0,2
org.apache.pdfbox.pdmodel.fdf.FDFPageInfo,org/apache/pdfbox/pdmodel/fdf/FDFPageInfo.java-2.0.31,1,0,3,0,3
org.apache.pdfbox.pdmodel.fdf.FDFTemplate,org/apache/pdfbox/pdmodel/fdf/FDFTemplate.java-2.0.31,3,0,8,0,5
org.apache.pdfbox.pdmodel.fdf.XMLUtil,org/apache/pdfbox/pdmodel/fdf/XMLUtil.java-2.0.31,0,0,1,0,16
org.apache.pdfbox.pdmodel.fixup.AbstractFixup,org/apache/pdfbox/pdmodel/fixup/AbstractFixup.java-2.0.31,1,0,1,0,21
org.apache.pdfbox.pdmodel.fixup.AcroFormDefaultFixup,org/apache/pdfbox/pdmodel/fixup/AcroFormDefaultFixup.java-2.0.31,6,1,5,0,21
org.apache.pdfbox.pdmodel.fixup.PDDocumentFixup,org/apache/pdfbox/pdmodel/fixup/PDDocumentFixup.java-2.0.31,0,1,1,0,24
org.apache.pdfbox.pdmodel.fixup.processor.AbstractProcessor,org/apache/pdfbox/pdmodel/fixup/processor/AbstractProcessor.java-2.0.31,1,0,1,0,36
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormDefaultsProcessor,org/apache/pdfbox/pdmodel/fixup/processor/AcroFormDefaultsProcessor.java-2.0.31,7,1,9,0,39
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormGenerateAppearancesProcessor,org/apache/pdfbox/pdmodel/fixup/processor/AcroFormGenerateAppearancesProcessor.java-2.0.31,4,1,6,0,47
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormOrphanWidgetsProcessor,org/apache/pdfbox/pdmodel/fixup/processor/AcroFormOrphanWidgetsProcessor.java-2.0.31,15,1,22,0,50
org.apache.pdfbox.pdmodel.fixup.processor.PDDocumentProcessor,org/apache/pdfbox/pdmodel/fixup/processor/PDDocumentProcessor.java-2.0.31,0,1,1,0,52
org.apache.pdfbox.pdmodel.font.CIDFontMapping,org/apache/pdfbox/pdmodel/font/CIDFontMapping.java-2.0.31,2,1,3,0,64
org.apache.pdfbox.pdmodel.font.CIDSystemInfo,org/apache/pdfbox/pdmodel/font/CIDSystemInfo.java-2.0.31,0,0,1,0,73
org.apache.pdfbox.pdmodel.font.CMapManager,org/apache/pdfbox/pdmodel/font/CMapManager.java-2.0.31,0,0,1,0,136
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,org/apache/pdfbox/pdmodel/font/FileSystemFontProvider.java-2.0.31,3,1,12,0.5,235
org.apache.pdfbox.pdmodel.font.FontCache,org/apache/pdfbox/pdmodel/font/FontCache.java-2.0.31,2,0,3,0,243
org.apache.pdfbox.pdmodel.font.FontFormat,org/apache/pdfbox/pdmodel/font/FontFormat.java-2.0.31,0,0,0,0,1176
org.apache.pdfbox.pdmodel.font.FontInfo,org/apache/pdfbox/pdmodel/font/FontInfo.java-2.0.31,4,0,22,0,3
org.apache.pdfbox.pdmodel.font.FontMapper,org/apache/pdfbox/pdmodel/font/FontMapper.java-2.0.31,0,1,3,0,3
org.apache.pdfbox.pdmodel.font.FontMapperImpl,org/apache/pdfbox/pdmodel/font/FontMapperImpl.java-2.0.31,8,0,21,1,3
org.apache.pdfbox.pdmodel.font.FontMappers,org/apache/pdfbox/pdmodel/font/FontMappers.java-2.0.31,1,0,4,0,3
org.apache.pdfbox.pdmodel.font.FontMapping<T>,org/apache/pdfbox/pdmodel/font/FontMapping<T>.java-2.0.31,1,0,3,0.5,3
org.apache.pdfbox.pdmodel.font.FontProvider,org/apache/pdfbox/pdmodel/font/FontProvider.java-2.0.31,0,0,0,0,3
org.apache.pdfbox.pdmodel.font.PDCIDFont,org/apache/pdfbox/pdmodel/font/PDCIDFont.java-2.0.31,11,0,54,0.87,3
org.apache.pdfbox.pdmodel.font.PDCIDFontType0,org/apache/pdfbox/pdmodel/font/PDCIDFontType0.java-2.0.31,20,1,56,0.813,3
org.apache.pdfbox.pdmodel.font.PDCIDFontType2,org/apache/pdfbox/pdmodel/font/PDCIDFontType2.java-2.0.31,16,1,60,0.844,3
org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder,org/apache/pdfbox/pdmodel/font/PDCIDFontType2Embedder.java-2.0.31,17,1,57,0.929,3
org.apache.pdfbox.pdmodel.font.PDCIDSystemInfo,org/apache/pdfbox/pdmodel/font/PDCIDSystemInfo.java-2.0.31,3,0,3,0,3
org.apache.pdfbox.pdmodel.font.PDFont,org/apache/pdfbox/pdmodel/font/PDFont.java-2.0.31,13,0,64,0.823,3
org.apache.pdfbox.pdmodel.font.PDFontDescriptor,org/apache/pdfbox/pdmodel/font/PDFontDescriptor.java-2.0.31,8,0,74,0.931,4
org.apache.pdfbox.pdmodel.font.PDFontFactory,org/apache/pdfbox/pdmodel/font/PDFontFactory.java-2.0.31,15,0,20,0,5
org.apache.pdfbox.pdmodel.font.PDFontLike,org/apache/pdfbox/pdmodel/font/PDFontLike.java-2.0.31,4,1,12,0,5
org.apache.pdfbox.pdmodel.font.PDMMType1Font,org/apache/pdfbox/pdmodel/font/PDMMType1Font.java-2.0.31,1,3,1,0,6
org.apache.pdfbox.pdmodel.font.PDPanose,org/apache/pdfbox/pdmodel/font/PDPanose.java-2.0.31,1,0,3,0.75,7
org.apache.pdfbox.pdmodel.font.PDPanoseClassification,org/apache/pdfbox/pdmodel/font/PDPanoseClassification.java-2.0.31,0,0,12,0.545,10
org.apache.pdfbox.pdmodel.font.PDSimpleFont,org/apache/pdfbox/pdmodel/font/PDSimpleFont.java-2.0.31,10,1,36,0.889,10
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont,org/apache/pdfbox/pdmodel/font/PDTrueTypeFont.java-2.0.31,24,2,78,0.891,10
org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,org/apache/pdfbox/pdmodel/font/PDTrueTypeFontEmbedder.java-2.0.31,10,1,7,0,10
org.apache.pdfbox.pdmodel.font.PDType0Font,org/apache/pdfbox/pdmodel/font/PDType0Font.java-2.0.31,16,1,56,0.856,12
org.apache.pdfbox.pdmodel.font.PDType1CFont,org/apache/pdfbox/pdmodel/font/PDType1CFont.java-2.0.31,18,2,42,0.857,12
org.apache.pdfbox.pdmodel.font.PDType1Font,org/apache/pdfbox/pdmodel/font/PDType1Font.java-2.0.31,20,2,74,1.003,14
org.apache.pdfbox.pdmodel.font.PDType1FontEmbedder,org/apache/pdfbox/pdmodel/font/PDType1FontEmbedder.java-2.0.31,7,0,5,1,16
org.apache.pdfbox.pdmodel.font.PDType3CharProc,org/apache/pdfbox/pdmodel/font/PDType3CharProc.java-2.0.31,10,0,18,0.611,18
org.apache.pdfbox.pdmodel.font.PDType3Font,org/apache/pdfbox/pdmodel/font/PDType3Font.java-2.0.31,20,2,62,0.958,18
org.apache.pdfbox.pdmodel.font.PDVectorFont,org/apache/pdfbox/pdmodel/font/PDVectorFont.java-2.0.31,0,1,2,0,19
org.apache.pdfbox.pdmodel.font.Standard14Fonts,org/apache/pdfbox/pdmodel/font/Standard14Fonts.java-2.0.31,0,0,1,0,22
org.apache.pdfbox.pdmodel.font.Subsetter,org/apache/pdfbox/pdmodel/font/Subsetter.java-2.0.31,0,1,2,0,23
org.apache.pdfbox.pdmodel.font.ToUnicodeWriter,org/apache/pdfbox/pdmodel/font/ToUnicodeWriter.java-2.0.31,0,0,4,1,23
org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder,org/apache/pdfbox/pdmodel/font/TrueTypeEmbedder.java-2.0.31,15,0,32,0.875,24
org.apache.pdfbox.pdmodel.font.UniUtil,org/apache/pdfbox/pdmodel/font/UniUtil.java-2.0.31,0,0,1,0,24
org.apache.pdfbox.pdmodel.font.encoding.BuiltInEncoding,org/apache/pdfbox/pdmodel/font/encoding/BuiltInEncoding.java-2.0.31,1,1,1,0,25
org.apache.pdfbox.pdmodel.font.encoding.DictionaryEncoding,org/apache/pdfbox/pdmodel/font/encoding/DictionaryEncoding.java-2.0.31,6,1,16,0.3,26
org.apache.pdfbox.pdmodel.font.encoding.Encoding,org/apache/pdfbox/pdmodel/font/encoding/Encoding.java-2.0.31,5,0,6,0,26
org.apache.pdfbox.pdmodel.font.encoding.GlyphList,org/apache/pdfbox/pdmodel/font/encoding/GlyphList.java-2.0.31,1,0,2,1.333,28
org.apache.pdfbox.pdmodel.font.encoding.MacExpertEncoding,org/apache/pdfbox/pdmodel/font/encoding/MacExpertEncoding.java-2.0.31,2,1,3,0,35
org.apache.pdfbox.pdmodel.font.encoding.MacOSRomanEncoding,org/apache/pdfbox/pdmodel/font/encoding/MacOSRomanEncoding.java-2.0.31,1,2,3,0,35
org.apache.pdfbox.pdmodel.font.encoding.MacRomanEncoding,org/apache/pdfbox/pdmodel/font/encoding/MacRomanEncoding.java-2.0.31,2,1,3,0,36
org.apache.pdfbox.pdmodel.font.encoding.StandardEncoding,org/apache/pdfbox/pdmodel/font/encoding/StandardEncoding.java-2.0.31,2,1,3,0,41
org.apache.pdfbox.pdmodel.font.encoding.SymbolEncoding,org/apache/pdfbox/pdmodel/font/encoding/SymbolEncoding.java-2.0.31,1,1,3,0,41
org.apache.pdfbox.pdmodel.font.encoding.Type1Encoding,org/apache/pdfbox/pdmodel/font/encoding/Type1Encoding.java-2.0.31,4,1,6,0,41
org.apache.pdfbox.pdmodel.font.encoding.WinAnsiEncoding,org/apache/pdfbox/pdmodel/font/encoding/WinAnsiEncoding.java-2.0.31,2,1,5,0,56
org.apache.pdfbox.pdmodel.font.encoding.ZapfDingbatsEncoding,org/apache/pdfbox/pdmodel/font/encoding/ZapfDingbatsEncoding.java-2.0.31,1,1,3,0,59
org.apache.pdfbox.pdmodel.graphics.PDFontSetting,org/apache/pdfbox/pdmodel/graphics/PDFontSetting.java-2.0.31,6,0,8,0,201
org.apache.pdfbox.pdmodel.graphics.PDLineDashPattern,org/apache/pdfbox/pdmodel/graphics/PDLineDashPattern.java-2.0.31,3,0,9,0.25,1240
org.apache.pdfbox.pdmodel.graphics.PDPostScriptXObject,org/apache/pdfbox/pdmodel/graphics/PDPostScriptXObject.java-2.0.31,2,1,1,0,10
org.apache.pdfbox.pdmodel.graphics.PDXObject,org/apache/pdfbox/pdmodel/graphics/PDXObject.java-2.0.31,12,0,16,0,18
org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite,org/apache/pdfbox/pdmodel/graphics/blend/BlendComposite.java-2.0.31,2,0,1,0,30
org.apache.pdfbox.pdmodel.graphics.blend.BlendMode,org/apache/pdfbox/pdmodel/graphics/blend/BlendMode.java-2.0.31,5,0,20,0,54
org.apache.pdfbox.pdmodel.graphics.blend.NonSeparableBlendMode,org/apache/pdfbox/pdmodel/graphics/blend/NonSeparableBlendMode.java-2.0.31,0,1,2,0,55
org.apache.pdfbox.pdmodel.graphics.blend.SeparableBlendMode,org/apache/pdfbox/pdmodel/graphics/blend/SeparableBlendMode.java-2.0.31,0,1,2,0,78
org.apache.pdfbox.pdmodel.graphics.color.PDCIEBasedColorSpace,org/apache/pdfbox/pdmodel/graphics/color/PDCIEBasedColorSpace.java-2.0.31,0,1,0,0,87
org.apache.pdfbox.pdmodel.graphics.color.PDCIEDictionaryBasedColorSpace,org/apache/pdfbox/pdmodel/graphics/color/PDCIEDictionaryBasedColorSpace.java-2.0.31,5,2,14,0.792,138
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray,org/apache/pdfbox/pdmodel/graphics/color/PDCalGray.java-2.0.31,6,3,13,0,159
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB,org/apache/pdfbox/pdmodel/graphics/color/PDCalRGB.java-2.0.31,7,3,17,0,241
org.apache.pdfbox.pdmodel.graphics.color.PDColor,org/apache/pdfbox/pdmodel/graphics/color/PDColor.java-2.0.31,6,0,19,0.5,265
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace,org/apache/pdfbox/pdmodel/graphics/color/PDColorSpace.java-2.0.31,20,0,50,0,1325
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK,org/apache/pdfbox/pdmodel/graphics/color/PDDeviceCMYK.java-2.0.31,1,2,9,1.25,21
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceColorSpace,org/apache/pdfbox/pdmodel/graphics/color/PDDeviceColorSpace.java-2.0.31,1,1,1,0,44
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceGray,org/apache/pdfbox/pdmodel/graphics/color/PDDeviceGray.java-2.0.31,1,2,5,0,82
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN,org/apache/pdfbox/pdmodel/graphics/color/PDDeviceN.java-2.0.31,9,2,28,0.896,138
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes,org/apache/pdfbox/pdmodel/graphics/color/PDDeviceNAttributes.java-2.0.31,3,0,6,0,324
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNProcess,org/apache/pdfbox/pdmodel/graphics/color/PDDeviceNProcess.java-2.0.31,4,0,5,0,716
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceRGB,org/apache/pdfbox/pdmodel/graphics/color/PDDeviceRGB.java-2.0.31,1,2,5,0,1476
org.apache.pdfbox.pdmodel.graphics.color.PDGamma,org/apache/pdfbox/pdmodel/graphics/color/PDGamma.java-2.0.31,4,0,10,0,10
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased,org/apache/pdfbox/pdmodel/graphics/color/PDICCBased.java-2.0.31,14,2,59,0.85,17
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed,org/apache/pdfbox/pdmodel/graphics/color/PDIndexed.java-2.0.31,11,2,26,0.85,27
org.apache.pdfbox.pdmodel.graphics.color.PDJPXColorSpace,org/apache/pdfbox/pdmodel/graphics/color/PDJPXColorSpace.java-2.0.31,2,1,6,0,42
org.apache.pdfbox.pdmodel.graphics.color.PDLab,org/apache/pdfbox/pdmodel/graphics/color/PDLab.java-2.0.31,6,3,19,0,69
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent,org/apache/pdfbox/pdmodel/graphics/color/PDOutputIntent.java-2.0.31,4,0,3,0,113
org.apache.pdfbox.pdmodel.graphics.color.PDPattern,org/apache/pdfbox/pdmodel/graphics/color/PDPattern.java-2.0.31,6,2,9,0.75,162
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation,org/apache/pdfbox/pdmodel/graphics/color/PDSeparation.java-2.0.31,7,2,16,0.833,178
org.apache.pdfbox.pdmodel.graphics.color.PDSpecialColorSpace,org/apache/pdfbox/pdmodel/graphics/color/PDSpecialColorSpace.java-2.0.31,1,1,1,0,201
org.apache.pdfbox.pdmodel.graphics.color.PDTristimulus,org/apache/pdfbox/pdmodel/graphics/color/PDTristimulus.java-2.0.31,4,0,12,0,202
org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject,org/apache/pdfbox/pdmodel/graphics/form/PDFormXObject.java-2.0.31,13,1,24,0.6,234
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroup,org/apache/pdfbox/pdmodel/graphics/form/PDTransparencyGroup.java-2.0.31,4,2,3,0,1540
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes,org/apache/pdfbox/pdmodel/graphics/form/PDTransparencyGroupAttributes.java-2.0.31,4,0,9,0.667,16
org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory,org/apache/pdfbox/pdmodel/graphics/image/CCITTFactory.java-2.0.31,11,0,12,0,17
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory,org/apache/pdfbox/pdmodel/graphics/image/JPEGFactory.java-2.0.31,10,0,6,0,17
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory,org/apache/pdfbox/pdmodel/graphics/image/LosslessFactory.java-2.0.31,7,0,2,0,21
org.apache.pdfbox.pdmodel.graphics.image.PDImage,org/apache/pdfbox/pdmodel/graphics/image/PDImage.java-2.0.31,2,1,24,0,27
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject,org/apache/pdfbox/pdmodel/graphics/image/PDImageXObject.java-2.0.31,16,1,59,0.833,32
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImage,org/apache/pdfbox/pdmodel/graphics/image/PDInlineImage.java-2.0.31,10,0,38,0.75,32
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter,org/apache/pdfbox/pdmodel/graphics/image/PNGConverter.java-2.0.31,18,0,112,0.956,32
org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader,org/apache/pdfbox/pdmodel/graphics/image/SampledImageReader.java-2.0.31,5,0,13,0,36
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup,org/apache/pdfbox/pdmodel/graphics/optionalcontent/PDOptionalContentGroup.java-2.0.31,3,1,11,0,55
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentMembershipDictionary,org/apache/pdfbox/pdmodel/graphics/optionalcontent/PDOptionalContentMembershipDictionary.java-2.0.31,2,1,5,0,59
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties,org/apache/pdfbox/pdmodel/graphics/optionalcontent/PDOptionalContentProperties.java-2.0.31,6,0,31,0,67
org.apache.pdfbox.pdmodel.graphics.pattern.PDAbstractPattern,org/apache/pdfbox/pdmodel/graphics/pattern/PDAbstractPattern.java-2.0.31,6,0,11,0.733,71
org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPattern,org/apache/pdfbox/pdmodel/graphics/pattern/PDShadingPattern.java-2.0.31,5,1,11,0.8,76
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern,org/apache/pdfbox/pdmodel/graphics/pattern/PDTilingPattern.java-2.0.31,8,1,20,1.333,107
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/AxialShadingContext.java-2.0.31,3,1,9,1.036,134
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint,org/apache/pdfbox/pdmodel/graphics/shading/AxialShadingPaint.java-2.0.31,3,1,2,0,137
org.apache.pdfbox.pdmodel.graphics.shading.CoonsPatch,org/apache/pdfbox/pdmodel/graphics/shading/CoonsPatch.java-2.0.31,2,1,21,0,173
org.apache.pdfbox.pdmodel.graphics.shading.CoordinateColorPair,org/apache/pdfbox/pdmodel/graphics/shading/CoordinateColorPair.java-2.0.31,0,0,0,0,179
org.apache.pdfbox.pdmodel.graphics.shading.CubicBezierCurve,org/apache/pdfbox/pdmodel/graphics/shading/CubicBezierCurve.java-2.0.31,0,0,1,0,1605
org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/GouraudShadingContext.java-2.0.31,0,2,2,0,32
org.apache.pdfbox.pdmodel.graphics.shading.IntPoint,org/apache/pdfbox/pdmodel/graphics/shading/IntPoint.java-2.0.31,1,0,2,0,126
org.apache.pdfbox.pdmodel.graphics.shading.Line,org/apache/pdfbox/pdmodel/graphics/shading/Line.java-2.0.31,0,0,0,0,127
org.apache.pdfbox.pdmodel.graphics.shading.PDMeshBasedShadingType,org/apache/pdfbox/pdmodel/graphics/shading/PDMeshBasedShadingType.java-2.0.31,2,3,1,0,313
org.apache.pdfbox.pdmodel.graphics.shading.PDShading,org/apache/pdfbox/pdmodel/graphics/shading/PDShading.java-2.0.31,14,0,44,0.913,327
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType1,org/apache/pdfbox/pdmodel/graphics/shading/PDShadingType1.java-2.0.31,4,1,6,0,680
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType2,org/apache/pdfbox/pdmodel/graphics/shading/PDShadingType2.java-2.0.31,3,1,11,0.833,1673
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType3,org/apache/pdfbox/pdmodel/graphics/shading/PDShadingType3.java-2.0.31,1,2,2,0,4
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType4,org/apache/pdfbox/pdmodel/graphics/shading/PDShadingType4.java-2.0.31,4,2,4,0,7
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType5,org/apache/pdfbox/pdmodel/graphics/shading/PDShadingType5.java-2.0.31,3,2,4,0,25
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType6,org/apache/pdfbox/pdmodel/graphics/shading/PDShadingType6.java-2.0.31,1,4,2,0,26
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType7,org/apache/pdfbox/pdmodel/graphics/shading/PDShadingType7.java-2.0.31,1,4,2,0,27
org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType,org/apache/pdfbox/pdmodel/graphics/shading/PDTriangleBasedShadingType.java-2.0.31,6,1,17,0.833,27
org.apache.pdfbox.pdmodel.graphics.shading.Patch,org/apache/pdfbox/pdmodel/graphics/shading/Patch.java-2.0.31,0,0,7,0.667,33
org.apache.pdfbox.pdmodel.graphics.shading.PatchMeshesShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/PatchMeshesShadingContext.java-2.0.31,0,2,2,0,34
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/RadialShadingContext.java-2.0.31,3,1,11,0.974,37
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint,org/apache/pdfbox/pdmodel/graphics/shading/RadialShadingPaint.java-2.0.31,3,1,2,0,37
org.apache.pdfbox.pdmodel.graphics.shading.ShadedTriangle,org/apache/pdfbox/pdmodel/graphics/shading/ShadedTriangle.java-2.0.31,1,0,3,1.714,41
org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/ShadingContext.java-2.0.31,2,0,6,0.9,46
org.apache.pdfbox.pdmodel.graphics.shading.ShadingPaint<T>,org/apache/pdfbox/pdmodel/graphics/shading/ShadingPaint<T>.java-2.0.31,2,0,3,0.5,53
org.apache.pdfbox.pdmodel.graphics.shading.TensorPatch,org/apache/pdfbox/pdmodel/graphics/shading/TensorPatch.java-2.0.31,1,1,34,0,54
org.apache.pdfbox.pdmodel.graphics.shading.TriangleBasedShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/TriangleBasedShadingContext.java-2.0.31,1,1,4,0,68
org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/Type1ShadingContext.java-2.0.31,2,1,2,1.333,79
org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingPaint,org/apache/pdfbox/pdmodel/graphics/shading/Type1ShadingPaint.java-2.0.31,3,1,2,0,85
org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/Type4ShadingContext.java-2.0.31,1,3,0,0,104
org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingPaint,org/apache/pdfbox/pdmodel/graphics/shading/Type4ShadingPaint.java-2.0.31,3,1,2,0,123
org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/Type5ShadingContext.java-2.0.31,1,3,0,0,126
org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingPaint,org/apache/pdfbox/pdmodel/graphics/shading/Type5ShadingPaint.java-2.0.31,3,1,2,0,130
org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/Type6ShadingContext.java-2.0.31,0,3,0,0,241
org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingPaint,org/apache/pdfbox/pdmodel/graphics/shading/Type6ShadingPaint.java-2.0.31,3,1,2,0,266
org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext,org/apache/pdfbox/pdmodel/graphics/shading/Type7ShadingContext.java-2.0.31,0,3,0,0,1717
org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingPaint,org/apache/pdfbox/pdmodel/graphics/shading/Type7ShadingPaint.java-2.0.31,3,1,2,0,6
org.apache.pdfbox.pdmodel.graphics.shading.Vertex,org/apache/pdfbox/pdmodel/graphics/shading/Vertex.java-2.0.31,0,0,0,0,10
org.apache.pdfbox.pdmodel.graphics.state.PDExtendedGraphicsState,org/apache/pdfbox/pdmodel/graphics/state/PDExtendedGraphicsState.java-2.0.31,13,0,66,0,33
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,org/apache/pdfbox/pdmodel/graphics/state/PDGraphicsState.java-2.0.31,10,0,59,0.976,39
org.apache.pdfbox.pdmodel.graphics.state.PDSoftMask,org/apache/pdfbox/pdmodel/graphics/state/PDSoftMask.java-2.0.31,9,0,19,0.964,60
org.apache.pdfbox.pdmodel.graphics.state.PDTextState,org/apache/pdfbox/pdmodel/graphics/state/PDTextState.java-2.0.31,2,0,20,0.941,66
org.apache.pdfbox.pdmodel.graphics.state.RenderingIntent,org/apache/pdfbox/pdmodel/graphics/state/RenderingIntent.java-2.0.31,0,0,0,0,83
org.apache.pdfbox.pdmodel.graphics.state.RenderingMode,org/apache/pdfbox/pdmodel/graphics/state/RenderingMode.java-2.0.31,0,0,6,0.9,84
org.apache.pdfbox.pdmodel.interactive.action.OpenMode,org/apache/pdfbox/pdmodel/interactive/action/OpenMode.java-2.0.31,0,0,0,0,172
org.apache.pdfbox.pdmodel.interactive.action.PDAction,org/apache/pdfbox/pdmodel/interactive/action/PDAction.java-2.0.31,1,0,3,0,172
org.apache.pdfbox.pdmodel.interactive.action.PDActionEmbeddedGoTo,org/apache/pdfbox/pdmodel/interactive/action/PDActionEmbeddedGoTo.java-2.0.31,10,1,20,0,188
org.apache.pdfbox.pdmodel.interactive.action.PDActionFactory,org/apache/pdfbox/pdmodel/interactive/action/PDActionFactory.java-2.0.31,17,0,17,0,256
org.apache.pdfbox.pdmodel.interactive.action.PDActionGoTo,org/apache/pdfbox/pdmodel/interactive/action/PDActionGoTo.java-2.0.31,6,1,7,0,373
org.apache.pdfbox.pdmodel.interactive.action.PDActionHide,org/apache/pdfbox/pdmodel/interactive/action/PDActionHide.java-2.0.31,4,1,6,0,1765
org.apache.pdfbox.pdmodel.interactive.action.PDActionImportData,org/apache/pdfbox/pdmodel/interactive/action/PDActionImportData.java-2.0.31,3,1,4,0,1
org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript,org/apache/pdfbox/pdmodel/interactive/action/PDActionJavaScript.java-2.0.31,1,1,2,0,3
org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch,org/apache/pdfbox/pdmodel/interactive/action/PDActionLaunch.java-2.0.31,6,1,17,0,6
org.apache.pdfbox.pdmodel.interactive.action.PDActionMovie,org/apache/pdfbox/pdmodel/interactive/action/PDActionMovie.java-2.0.31,1,1,2,0,6
org.apache.pdfbox.pdmodel.interactive.action.PDActionNamed,org/apache/pdfbox/pdmodel/interactive/action/PDActionNamed.java-2.0.31,1,1,2,0,9
org.apache.pdfbox.pdmodel.interactive.action.PDActionRemoteGoTo,org/apache/pdfbox/pdmodel/interactive/action/PDActionRemoteGoTo.java-2.0.31,6,1,16,0,11
org.apache.pdfbox.pdmodel.interactive.action.PDActionResetForm,org/apache/pdfbox/pdmodel/interactive/action/PDActionResetForm.java-2.0.31,4,1,7,0,14
org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,org/apache/pdfbox/pdmodel/interactive/action/PDActionSound.java-2.0.31,6,1,21,0,16
